text_id	text	task_1	task_2	task_3
hasoc_en_888	Oh dear god. Boris?. He cannot even employ a decent hair dresser.  He will be in charge of appointing people to key positions like defence.  I have a blow up dingy at the ready.  The last person he spoke up for as foreign minister got additional time. #BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_889	“Mystery in paradise: Suspicious deaths in #DominicanRepublic resorts lead American travelers to cancel their trips” - New York Daily News  ⁦@GoDomRep⁩ #Serial #Murderer(s)  https://t.co/0Ni97rnZhO	NOT	NONE	NONE
hasoc_en_890	Pakistan team praying for Rain on Sunday against India because Baap rocks on Father's Day #ShameOnICC https://t.co/EzSt0mvWnt	NOT	NONE	NONE
hasoc_en_891	🎶 Thanks for the memories 🎶 #FuckTrump https://t.co/sdZNIMRxIv	NOT	NONE	NONE
hasoc_en_892	Latest Pics coming out of UK:    Early morning practice seasons by players!!     #ShameOnICC https://t.co/uou4xEvYDc	NOT	NONE	NONE
hasoc_en_893	Dear @NCPCR_ @MinistryWCD please take cognizance of this offensive practice. Why should the minor #RapeSurvivor and her family organise feast in the village? Victim and her family is further victimised here. #Rajgarh dist #MadhyaPradesh  The need to punish the #Rapist is important https://t.co/YCqSY2gQ1u	NOT	NONE	NONE
hasoc_en_894	Just show ur patriotism on ground against pak we all Indians more happy than just wearing glove ,don't behave like politician ,win a true salute to martyer  #DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_895	#Dhoni The Mr. cool of Indian #cricket was forced to remove his gloves But  he didn't say anything.  He is such an ambassador for cricket. And the entire nation is behind him in all of his decisions  https://t.co/I0gDG5psrW     #dhonikesaathdesh #DhoniKeepsTheGlove  #ICCWorldCup2019 https://t.co/EQIq6CXhRw	NOT	NONE	NONE
hasoc_en_896	Precollusion?  #TrumpIsATraitor https://t.co/zoqrtkBjtG	NOT	NONE	NONE
hasoc_en_897	@RandPaul found this old #gem #2ndAmendment #Bernie2020 #TrumpIsATraitor #GOP #Democrats @BernieSanders @AOC @PeteButtigieg @ewarren https://t.co/9zs8DgDOkl	NOT	NONE	NONE
hasoc_en_898	@Bizarro_Prisuta @realDonaldTrump #Douchebag @DonnyDeutsch of the rebooted 1930's #National #democrat #Socialist #Workers #Party &amp; #fakenews @MSNBC w/ #comrads @Morning_Joe &amp; his 'floating device' @morningmika . ~ @realDonaldTrump #Presidential	NOT	NONE	NONE
hasoc_en_899	#DoctorsFightBack | The core demand is security, including CCTVs, security personnel, restricting entry, improving patient-doctor relationship - perhaps with counselling centres. And CM should apologise: Dr Swati and Dr Priyanshu from Resident Doctors Association, AIIMS	NOT	NONE	NONE
hasoc_en_900	#gavaskar Sir, I am a Proud Son of A Soldier who served his motherland, being a Defence lad I Personally feel that if @msdhoni has to put his gloves off just because it has a sign of Army Crest its a #Shame on India..No True Indian will bare this.. #JaiHind #DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_901	It's National John McCain Day!!!  #June14JohnMcCainDay #JohnMcCainDay #JohnMcCain #FuckTrump #ToiletTrump https://t.co/O5MrTVc0RJ	NOT	NONE	NONE
hasoc_en_902	Boris in hiding, If Boris frightened of his rank &amp; file tory members how will he fight a GE hiding in downing St if he wins. #bbcpapers #skypapers #ToryLeadershipContest #toryleadership #BorisJohnsonShouldNotBePM https://t.co/AfoZTOwn4P	NOT	NONE	NONE
hasoc_en_903	@ICC @cricketworldcup   @BCCI   Tomorrow's match has 70% chance of being washed out.    #ShameOnICC https://t.co/Dm2PXVHh0O	NOT	NONE	NONE
hasoc_en_904	@pam_brundige @PatriciaRGilbr1 @beerluvr2 @TheUnicorn999 @Heather4enviro1 @sbuchbinder @Mathsgeist @mnelson64 @NoFascismMarch @Orvidageri5 @pseudosudio @ryconsean @Alan_in_NC @lalaboo62 @gr8fulgirl24 @LillianVikingDK @eztempo Thanks to all who have followed me. I promise to follow back, but need to get my 'Followed' list culled. I'm working on it! Thank you for your patience. #TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_905	Cric-n-Show: Cricket World Cup Updates : Ind vs NZ  Match Calle... https://t.co/ysbrc4Qvud    #shameonicc #INDvsNZ #cwc19	NOT	NONE	NONE
hasoc_en_906	#NA Speaker directs immediate arrest of #murderer of three real brothers     #APPNews @AsadQaiserPTI @Asadqaiser11 @NAofPakistan   https://t.co/YiN95OHt7l via @appcsocialmedia https://t.co/RXDjIGUXee	NOT	NONE	NONE
hasoc_en_907	I can say it, but I'm not going to say it, but many MANY people are saying #FuckTrump . But I didn't say it, I'm just quoting other people. https://t.co/dZhfXJopgy	NOT	NONE	NONE
hasoc_en_908	Halsey pays tribute to assaulted lesbian couple, rips ‘straight pride’ parade during London concert #Resist #ResistTrump #FuckTrump https://t.co/jl4BHhwNWj	NOT	NONE	NONE
hasoc_en_909	Duncan Hunter's wife pleads guilty to conspiring with husband to use campaign funds for personal use #Resist #ResistTrump #FuckTrump https://t.co/YUSPnX3Fcg	NOT	NONE	NONE
hasoc_en_910	Twitter is ‘researching’ whether or not they should allow white nationalists to send racist tweets #Resist #ResistTrump #FuckTrump https://t.co/DOEO8NBt3b	NOT	NONE	NONE
hasoc_en_911	#yuvarajsingh Yuaraj singh replacement WOLD CUP 2019 ???😕😧😟 #CWC19 #ICCWorldCup2019 #India #ICCCricketWorldCup2019 #ViratKohli #DhoniKeepsTheGlove #BCCI	NOT	NONE	NONE
hasoc_en_912	@MarinaHyde MPs who blindly support a loser #BorisJohnsonShouldNotBePM without evidence will ultimately have to face the electorate. Do they think @BorisJohnson_MP is worth them losing their seats to other parties? @MikeGapes	NOT	NONE	NONE
hasoc_en_913	Read everything about Dhoni’s army insignia gloves here:   https://t.co/5BToPrFQv0 #CricketWorldCup #DhoniAtCWC19 #DhoniKeepsTheGlove #DhoniKeSaathDesh #DhoniKeepBalidaanBadgeGlove	NOT	NONE	NONE
hasoc_en_914	@Atheist_Krishna @KP24 @ICC #ShameOnICC  ICC want something  fast and result  some one meet yamdut #WorldCup2019 https://t.co/kg03jzAFgt	NOT	NONE	NONE
hasoc_en_915	Imagine this. There are some patriots keeping out secrets from reaching Russia. #TrumpIsATraitor https://t.co/FKj9Cb9fyQ	NOT	NONE	NONE
hasoc_en_916	AIIMS Delhi doctor continues protest against Bengal violence wearing helmet in viral photo https://t.co/CbMlxmCv9f  #BengalBurning #DoctorsFightBack #SaveBengal #Savethedoctors	NOT	NONE	NONE
hasoc_en_917	Sequence of Events.    Pic 1 : Mamata issuing Ultimatum to Striking Doctors, to end the Strike within 4 Hours.    Pic 2 : @AmitShah  seeks Report    Pic 3 : @MamataOfficial  during the Call...😉    #DoctorsFightBack    #DoctorStrike https://t.co/jfuQ7f3LJP https://t.co/PzYTyMnpMM	NOT	NONE	NONE
hasoc_en_918	HP Deskjet 1115 Single Function Ink Advantage Printer  @ Rs.2199 Apply Rs.300 coupon (mrp-3318)    https://t.co/9hzOrtvfB7    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll	NOT	NONE	NONE
hasoc_en_919	Vote #Johnson, get James Cleverly doing #PMQs for him every week. #WheresBoris #BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_920	Now entire #world know about #BALIDAN #symbol... Because of this #controversy  #msdhonigloves #CWC19 #DhoniKeepsTheGlove #india #cricket #GautamGambhir #news https://t.co/GYlqXpAaQv	NOT	NONE	NONE
hasoc_en_921	Too puffed up to debate #BorisJohnsonShouldNotBePM https://t.co/uRndMh96gu	NOT	NONE	NONE
hasoc_en_922	@toadmeister looking desperately for that attention he craves #fuckoff #shitbag #dickhead https://t.co/4VvP8FuZH7 https://t.co/JQ81mdY9Xz	HOF	PRFN	TIN
hasoc_en_923	We are with you #DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_924	Susan Wright murdered her husband in 2004, she stabbed him 193 times and buried him under the patio.     Read more at - https://t.co/31Jl1MhDxA #truecrime #blog #killer #murderer #crime #murder https://t.co/0PEMoSWLQb	NOT	NONE	NONE
hasoc_en_925	MP - Subhash Chndra Medical College     Doctor from Scheduled Tribe community in Madhya Pradesh beaten up by the relatives of patients who wanted 'upper caste' doctor. #DoctorsFightBack #DoctorsProtest  https://t.co/n2k6i00E28	NOT	NONE	NONE
hasoc_en_926	We support doctor’s movement against violence. Its time to show unity and fight for physical violence against doctors. Lets come together and build a healthy patient-doctor relationship.  #TREATUSASHUMANS #SaveTheSaviour #DoctorsFightBack #stand_with_NRS #SaveDoctors https://t.co/yPMj0p5C86	NOT	NONE	NONE
hasoc_en_927	#IndiaWithDhoni as same as @msdhoni also has to be with India no?! He should wear the 🧤or boycott @cricketworldcup for the nation first concept!  We want that!   #DhoniKeepTheGlove #DhoniKeepsTheGlove #Dhoni #DhoniKeSaathDesh #DhoniKeSathDesh  go f*** @ICC @BCCI	NOT	NONE	NONE
hasoc_en_928	@CNNnews18 @MamataOfficial But what happened to the attackers? Have they been arrested for attempt of murder or not?  #DoctorsFightBack	NOT	NONE	NONE
hasoc_en_929	Oh and if you don’t know now you know... #fucktrump &amp; #thisadministration	NOT	NONE	NONE
hasoc_en_930	#DhoniKeepsTheGlove  We r proud of u MSD .. https://t.co/lwxdiZDwJ3	NOT	NONE	NONE
hasoc_en_931	@theJeremyVine So based on your story this is what we have to look forward to... #BorisJohnsonShouldNotBePM #Toryleadership @piersmorgan #cartoon #Caricature #comedypm @JonathanPieNews @McStinkDog #wearedoomed #BorisJohnson #channel4debate https://t.co/5MU18PM1KF	NOT	NONE	NONE
hasoc_en_932	#BorisJohnsonShouldNotBePM ... but the other candidates are not much better.  They are Tories, and Tories will never address the problems the UK faces, the problems which will get so much heartbreakingly worse if Brexit goes ahead. https://t.co/CKWWSomOo9	NOT	NONE	NONE
hasoc_en_933	Supporting all the doctors in the country, you deserve better and higher levels of appreciation    Take a bow you all.    #Savethedoctors  #ProtectDoctors #DoctorsFightBack @narendramodi  @AmitShah #doctorsstrike @IMAIndiaOrg @IndianMedAssn #mci #neet @IndianDentalAsn @DentalcouncilPr	NOT	NONE	NONE
hasoc_en_934	Ted Cruz floats another theory of how Twitter is censoring conservatives #Resist #ResistTrump #FuckTrump https://t.co/PcwRQuRI30	NOT	NONE	NONE
hasoc_en_935	https://t.co/fwogGljyuM   “Whether authorities classify an act as “terrorist” depends almost entirely on who carries it out, not what they did”  @Dr_Maha_Hilal @FPIF     #Terrorism #Bias #AntiMuslim #Islamophobia https://t.co/AfaQTXXlM0	NOT	NONE	NONE
hasoc_en_936	#AIIMS doctors go on strike. It is but important to make a point. I #StandWithDoctors against violence. #DoctorsFightBack https://t.co/TXENmGOgEk	NOT	NONE	NONE
hasoc_en_937	When I saw world cup opening seremony, I realised how much ICC prepared for world cup and how is enthusiasm of England about cricket. #ShameOnICC	NOT	NONE	NONE
hasoc_en_938	Trump's speech is toned-down, but he's still criticizing Democrats #Resist #ResistTrump #FuckTrump https://t.co/AuR2h4CMf4	NOT	NONE	NONE
hasoc_en_939	@vinodhansda So what??    who ask them to the schedul world cup in @ECB_cricket ?? They know every thing   #ShameOnICC	NOT	NONE	NONE
hasoc_en_940	The #GOP has “jettisoned principle, patriotism &amp; honor. Americans of goodwill must run #Trump’s party out of power up &amp; down the ticket in #2020 — &amp; shun those who carried their water when the country needed #truth-tellers.”    #TrumpIsATraitor  #ComplicitGOP https://t.co/LzfuuSjdeb	NOT	NONE	NONE
hasoc_en_941	@TheRealOJ32 Nothing says God's blessing like 'getting even'.   #murderer	NOT	NONE	NONE
hasoc_en_942	@ICC England team wears Poppies ( red flower symbol)which honours war dead, on the right collar of their shirts  in the first Test against India in Rajkot  Why Dhoni is being stopped to wear a symbol for Martyrs  @BCCI #DhoniKeepsTheGlove  @vijai63 https://t.co/Nowba7AnWU	NOT	NONE	NONE
hasoc_en_943	@ESPNcricinfo Rules are meant to be broken. I guess @ICC doesn't even know the power of India. Soon they will know  #DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_944	How does a piece of shit like @TheRealOJ32 have followers? #OJSimpson #MURDERER	HOF	PRFN	TIN
hasoc_en_945	Oh god 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮  🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡  #BorisJohnsonShouldNotBePM https://t.co/LluidPj0gZ	NOT	NONE	NONE
hasoc_en_946	#Alabama did nothing about the #Rapist.    The #Court is ordering the #Victim  to allow #VisitationRights or she goes to #Jail.    #Rapists who created the children gets nothing.    #Vicitim parent—forced to bare them—goes to jail.    #Alabama enforces #ShariaLaw.    https://t.co/g98G1OEq8l	NOT	NONE	NONE
hasoc_en_947	No matter what, Dhoni should stand his ground. He is not violating any rule. if so, let @BCCI  announce Indian paramilitary as a sponsor and have the Balidhaan insignia on the shirts of our entire team #DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_948	Listening to #DerangedDonald go off on Germany, bitching about the Iran deal, making shit up about Venezuela, and how he’s always right. How in the living fuck did we get into this mess? #FuckTrump	HOF	PRFN	TIN
hasoc_en_949	@flyaway_k Unbelievable. Our government actually wants you to let people die. I fucking despise trump and the crime syndicate Republican Party. It’s all just sickening! #FuckTrump #FuckTheGOP #onMyThirdBeer	HOF	PRFN	TIN
hasoc_en_950	Humble request to our @narendramodi @PMOIndia @drharshvardhan @rashtrapatibhvn to take the action against wrong doing of @MamataOfficial #DoctorsFightBack #DoctorsProtest #doctors_against_assualt @MamataOfficial you should resign. @TheQuint @Arnaboffice @republic @OfficeofAG	NOT	NONE	NONE
hasoc_en_951	@msdhoni is Lt. Colonel and he has  right to wear that balidan badge glove...india is proud of @msdhoni.  #DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_952	#ShameOnICC  New Logo https://t.co/fVWuVlDrSF	NOT	NONE	NONE
hasoc_en_953	Happy #JohnMcCainDay to all true patriots who celebrate. #TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_954	@ProFootballTalk You broke our hearts Juice. #Murderer	NOT	NONE	NONE
hasoc_en_955	Late-Night Thinks Trump Must Be Confused About Collusion #Resist #ResistTrump #FuckTrump https://t.co/sB6xc0nMVj	NOT	NONE	NONE
hasoc_en_956	Charlie Sykes with the #HappyJohnMcCainDay shoutout. 😃👍🍻 #RealTime #FuckTrump	NOT	NONE	NONE
hasoc_en_957	#ShameOnICC Sometimes I wonder that even after having so much technology; satellites at our service, still Cricket has not been able to modernise itself with the times.This #CWC19 should serve as an eye opener for the authorities. Weather, umpiring should not b d talking point.	NOT	NONE	NONE
hasoc_en_958	Dragging religious matters to defend another point is not a proper way   I support dhoni fully   He's pride of our country   #DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_959	Doctors at #Cuttack district headquarters hospital wear black badges to express solidarity with their counterparts protesting violence against some junior doctors in West Bengal #DoctorsFightBack #DoctorsStrike https://t.co/EX35msTNVJ	NOT	NONE	NONE
hasoc_en_960	In the midst of #DhoniKeepsTheGlove crisis, @myogiadityanath heads to Ayodhya. Must say , it’s deeply moving to see how so many Hindu seers in the temple town talk about the “ love for lord ram “. Hope issue is resolved soon. #RamMandir	NOT	NONE	NONE
hasoc_en_961	Doctors of JIPMER, Pondicherry stand with NRSMCH. We are on a strike today so that such violence against doctors does not happen in the future.   #Savethedoctors #doctorsstrike #doctors_against_assualt #DoctorsFightBack https://t.co/Jxkb5xiXT0	NOT	NONE	NONE
hasoc_en_962	@KTHopkins goes on Israeli news channel @i24NEWS to announce her new #antiMuslim documentary, then gets taken down by the former Israeli ambassador to France, Daniel Shek and the show's host, who highlights the rise in anti-Muslim hate crimes in the UK.  https://t.co/GRtg3CJTIB	NOT	NONE	NONE
hasoc_en_963	#Rangzen people, we have to do whatever is possible to stop this fake activist from sabotaging our #FreeTibet movement.     #Tibetans #humanrights #BoycottChina #Dharamsala #March10 #Tibetan #DalaiLama #TibetCause https://t.co/LAAClEPXDB	NOT	NONE	NONE
hasoc_en_964	MOTHERS' #RUIN These are the three types of #mums most likely to raise a #murderer… is yours one of them?  #Mother doesn't always know best... about raising a son who won't end up #killing scores of people in a fit of rage or #sexual frenzy 🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/7dTiZw40Nt	NOT	NONE	NONE
hasoc_en_965	ICC doesnt plan for chanpionship trophy. But what they planned was, to show 10 teams how rainy season look like in england #ShameOnICC	NOT	NONE	NONE
hasoc_en_966	@TheRealOJ32 I am so happy to have this opportunity to tell you what a mephitic shitrendous soulless ball sac you are.  #MURDERER	HOF	PRFN	TIN
hasoc_en_967	#DhoniKeepsTheGlove irony is that  some swines in india are also saying rule are rules, what an idiots, but the fact is @ICC is un-necessarily politicising this and raising as an issue.	NOT	NONE	NONE
hasoc_en_968	@Blackmediagrp @realDonaldTrump When she said that, I lost my shit! 'What if that was my boy?' I still can't wrap my mind around what those kids &amp; their loved ones went through. I'm proud as hell of #CentralPark5 for standing their ground! ✊ disgusted it took so long for true justice &amp; compensation! #FuckTrump	NOT	NONE	NONE
